-19.0040932861,-14.0087777516
-18.9834754405,-13.9988747991
-18.9630190833,-13.9889820153
-18.9427242353,-13.979100378
-18.9225909123,-13.9692308633
-18.9026191253,-13.9593744452
-18.8828088806,-13.9495320961
-18.8631601799,-13.9397047858
-18.8436730199,-13.9298934825
-18.8243473929,-13.9200991521
-18.8051832866,-13.9103227583
-18.786180684,-13.9005652626
-18.7673395637,-13.8908276244
-18.7486598998,-13.8811108007
-18.730141662,-13.8714157461
-18.7117848155,-13.8617434128
-18.6935893212,-13.8520947508
-18.6755551359,-13.8424707074
-18.657682212,-13.8328722274
-18.6399704975,-13.8233002532
-18.6224199367,-13.8137557245
-18.6050304693,-13.8042395783
-18.5878020313,-13.794752749
-18.5707345545,-13.7852961683
-18.5538279667,-13.7758707652
-18.537082192,-13.7664774656
-18.5204971504,-13.7571171929
-18.5040727582,-13.7477908674
-18.4878089279,-13.7384994067
-18.4717055682,-13.7292437252
-18.4557625843,-13.7200247345
-18.4399798776,-13.710843343
-18.424357346,-13.7017004561
-18.408894884,-13.6925969763
-18.3935923825,-13.6835338025
-18.3784497289,-13.6745118309
-18.3634668074,-13.6655319541
-18.348643499,-13.6565950617
-18.3339796811,-13.64770204
-18.3194752283,-13.6388537717
-18.3051300117,-13.6300511366
-18.2909438996,-13.6212950108
-18.276916757,-13.6125862669
-18.2630484462,-13.6039257744
-18.2493388264,-13.595314399
-18.2357877541,-13.586753003
-18.2223950827,-13.5782424451
-18.2091606631,-13.5697835805
-18.1960843436,-13.5613772607
-18.1831659696,-13.5530243335
-18.170405384,-13.5447256433
-18.1578024274,-13.5364820305
-18.1453569376,-13.5282943319
-18.1330687504,-13.5201633805
-18.1209376989,-13.5120900055
-18.1089636142,-13.5040750322
-18.097146325,-13.4961192823
-18.0854856581,-13.4882235733
-18.0739814379,-13.4803887191
-18.0626334869,-13.4726155294
-18.0514416259,-13.46490481
-18.0404056734,-13.457257363
-18.0295254462,-13.449673986
-18.0188007595,-13.442155473
-18.0082314267,-13.4347026137
-17.9978172594,-13.4273161936
-17.9875580678,-13.4199969945
-17.9774536606,-13.4127457937
-17.9675038449,-13.4055633644
-17.9577084266,-13.3984504758
-17.9480672103,-13.3914078925
-17.9385799991,-13.3844363754
-17.9292465952,-13.3775366807
-17.9200667996,-13.3707095605
-17.9110404122,-13.3639557627
-17.902167232,-13.3572760306
-17.893447057,-13.3506711034
-17.8848796846,-13.3441417158
-17.8764649112,-13.3376885983
-17.8682025325,-13.3313124768
-17.8600923438,-13.3250140729
-17.8521341396,-13.3187941035
-17.8443277141,-13.3126532815
-17.836672861,-13.3065923148
-17.8291693737,-13.3006119073
-17.8218170452,-13.2947127579
-17.8146156685,-13.2888955613
-17.8075650365,-13.2831610074
-17.8006649418,-13.2775097818
-17.7939151772,-13.2719425653
-17.7873155356,-13.2664600341
-17.7808658101,-13.2610628598
-17.774565794,-13.2557517094
-17.7684152809,-13.2505272451
-17.7624140647,-13.2453901247
-17.7565619401,-13.240341001
-17.7508587021,-13.2353805222
-17.7453041464,-13.2305093318
-17.7398980693,-13.2257280685
-17.7346402681,-13.2210373663
-17.7295305407,-13.2164378544
-17.7245686862,-13.2119301572
-17.7197545046,-13.2075148943
-17.7150877969,-13.2031926805
-17.7105683654,-13.1989641257
-17.7061960136,-13.194829835
-17.7019705464,-13.1907904086
-17.69789177,-13.1868464419
-17.6939594923,-13.1829985253
-17.6901735226,-13.1792472444
-17.6865336718,-13.1755931798
-17.6830397527,-13.1720369072
-17.67969158,-13.1685789973
-17.67648897,-13.165220016
-17.6734317413,-13.1619605239
-17.6705197143,-13.158801077
-17.6677527118,-13.1557422259
-17.6651305587,-13.1527845166
-17.6626530822,-13.1499284898
-17.6603201121,-13.1471746811
-17.6581314805,-13.1445236213
-17.6560870221,-13.1419758359
-17.6541865744,-13.1395318454
-17.6524299775,-13.1371921652
-17.6508170744,-13.1349573057
-17.649347711,-13.132827772
-17.6480217364,-13.130804064
-17.6468390026,-13.1288866768
-17.6457993648,-13.1270761
-17.6449026815,-13.1253728181
-17.6441488147,-13.1237773104
-17.6435376297,-13.1222900512
-17.6430689955,-13.1209115093
-17.6427427847,-13.1196421484
-17.6425588734,-13.1184824268
-17.6425171419,-13.1174327979
-17.6426174742,-13.1164937093
-17.6428597583,-13.1156656038
-17.6432438864,-13.1149489187
-17.6437697549,-13.1143440857
-17.6444372644,-13.1138515316
-17.64524632,-13.1134716777
-17.6461968311,-13.1132049397
-17.6472887119,-13.1130517282
-17.6485218811,-13.1130124483
-17.6498962623,-13.1130874996
-17.6514117839,-13.1132772764
-17.6530683791,-13.1135821674
-17.6548659866,-13.1140025559
-17.6568045498,-13.1145388198
-17.6588840175,-13.1151913312
-17.6611043441,-13.1159604571
-17.6634654891,-13.1168465585
-17.6659674177,-13.1178499911
-17.6686101009,-13.1189711049
-17.6713935152,-13.1202102444
-17.6743176432,-13.1215677484
-17.6773824732,-13.12304395
-17.6805879999,-13.1246391767
-17.6839342239,-13.1263537503
-17.6874211522,-13.1281879867
-17.6910487981,-13.1301421963
-17.6948171815,-13.1322166835
-17.6987263287,-13.1344117472
-17.7027762729,-13.1367276801
-17.706967054,-13.1391647694
-17.7112987188,-13.1417232962
-17.7157713212,-13.1444035357
-17.7203849221,-13.1472057572
-17.7251395896,-13.1501302242
-17.7300353995,-13.1531771939
-17.7350724346,-13.1563469177
-17.7402507855,-13.1596396408
-17.7455705504,-13.1630556025
-17.7510318355,-13.1665950356
-17.7566347545,-13.1702581672
-17.7623794294,-13.1740452179
-17.7682659904,-13.1779564022
-17.7742945756,-13.1819919282
-17.7804653318,-13.1861519977
-17.7867784142,-13.1904368063
-17.7932339863,-13.1948465432
-17.7998322207,-13.1993813909
-17.8065732985,-13.2040415256
-17.8134574101,-13.2088271172
-17.8204847546,-13.2137383286
-17.8276555404,-13.2187753163
-17.8349699853,-13.2239382302
-17.8424283164,-13.2292272134
-17.8500307704,-13.2346424023
-17.8577775936,-13.2401839263
-17.8656690422,-13.2458519082
-17.8737053822,-13.2516464636
-17.8818868896,-13.2575677014
-17.8902138507,-13.2636157232
-17.8986865619,-13.2697906237
-17.9073053302,-13.2760924903
-17.916070473,-13.2825214032
-17.9249823183,-13.2890774354
-17.9340412051,-13.2957606525
-17.9432474831,-13.3025711126
-17.9526015131,-13.3095088664
-17.9621036672,-13.316573957
-17.9717543287,-13.3237664199
-17.9815538922,-13.3310862828
-17.9915027642,-13.3385335656
-18.0016013625,-13.3461082805
-18.011850117,-13.3538104316
-18.0222494695,-13.361640015
-18.0327998739,-13.3695970187
-18.0435017962,-13.3776814224
-18.0543557149,-13.3858931976
-18.0653621211,-13.3942323073
-18.0765215182,-13.4026987062
-18.0878344227,-13.4112923403
-18.0993013639,-13.4200131468
-18.1109228841,-13.4288610543
-18.1226995387,-13.4378359825
-18.1346318967,-13.4469378418
-18.1467205403,-13.456166534
-18.1589660654,-13.4655219512
-18.1713690816,-13.4750039764
-18.1839302126,-13.4846124831
-18.1966500958,-13.4943473353
-18.2095293829,-13.5042083871
-18.22256874,-13.5141954829
-18.2357688475,-13.5243084572
-18.2491304005,-13.5345471343
-18.2626541088,-13.5449113283
-18.276340697,-13.5554008428
-18.2901909049,-13.5660154711
-18.3042054873,-13.5767549957
-18.3183852144,-13.5876191884
-18.3327308717,-13.5986078098
-18.3472432606,-13.6097206096
-18.3619231979,-13.6209573262
-18.3767715166,-13.6323176864
-18.3917890655,-13.6438014054
-18.4069767096,-13.6554081868
-18.4223353305,-13.6671377219
-18.4378658258,-13.6789896902
-18.4535691102,-13.6909637585
-18.4694461147,-13.7030595814
-18.4854977876,-13.7152768006
-18.501725094,-13.7276150448
-18.5181290163,-13.7400739297
-18.5347105541,-13.7526530577
-18.5514707247,-13.7653520175
-18.5684105628,-13.7781703842
-18.5855311211,-13.7911077187
-18.60283347,-13.8041635679
-18.6203186979,-13.8173374642
-18.6379879117,-13.8306289251
