"(14.404405285154146, 4.184866590588439)","(-16.9629486590013, 7.83439031836161)","(-52.0808359355467, 4.87804517421026)","(-38.0, -7.8)","(-33.2714997402066, -11.4140635109376)","(-16.3540021711284, -19.9464164152271)","(-19.8882657718068, -50.6913118125004)"
"(14.377826835260638, 4.2752889370496412)","(-16.9950036840873, 7.87743025878872)","(-52.1067643260591, 4.84918852464967)","(-38.0, -7.8)","(-33.2656404481802, -11.4061485846333)","(-16.3354869005707, -19.9133614618019)","(-19.8240756584875, -50.6634730171527)"
"(14.350680773382457, 4.365542502424077)","(-17.0274902265160, 7.92086268471965)","(-52.1329093013465, 4.81997007773856)","(-38.0, -7.8)","(-33.2598309902810, -11.3982557371396)","(-16.3172285007529, -19.8806487346933)","(-19.7607499425369, -50.6358397155395)"
"(14.322968171199644, 4.4556237236555241)","(-17.0604098295621, 7.96468373437255)","(-52.1592679044977, 4.79038929071558)","(-38.0, -7.8)","(-33.2540715290468, -11.3903858305090)","(-16.2992254310250, -19.8482794143455)","(-19.6982866104640, -50.6084158783925)"
"(14.294690122758283, 4.5455290444916088)","(-17.0937639901358, 8.00888945026032)","(-52.1858371173912, 4.76044566732993)","(-38.0, -7.8)","(-33.2483622410868, -11.3825397699225)","(-16.2814761542833, -19.8162546453814)","(-19.6366835253744, -50.5812054122092)"
"(14.265847744427303, 4.6352549156242109)","(-17.1275541581252, 8.05347578068275)","(-52.2126138618480, 4.73013875809468)","(-38.0, -7.8)","(-33.2427033173407, -11.3747185045886)","(-16.2639791373194, -19.7845755367774)","(-19.5759384262557, -50.5542121588887)"
"(14.236442174854419, 4.7247977948295716)","(-17.1617817357664, 8.09843858128379)","(-52.2395950008234, 4.69946816051096)","(-38.0, -7.8)","(-33.2370949633826, -11.3669230287099)","(-16.2467328511650, -19.7532431620471)","(-19.5160489271468, -50.5274398954097)"
"(14.206474574921165, 4.8141541471081419)","(-17.1964480770458, 8.14377361667052)","(-52.2667773396409, 4.66843351926025)","(-38.0, -7.8)","(-33.2315373997705, -11.3591543825289)","(-16.2297357714343, -19.7222585594361)","(-19.4570125161716, -50.5008923335535)"
"(14.175946127697072, 4.9033204448241365)","(-17.2315544871314, 8.18947656209228)","(-52.2941576272623, 4.63703452636841)","(-38.0, -7.8)","(-33.2260308624403, -11.3514136534486)","(-16.2129863786616, -19.6916227321266)","(-19.3988265544407, -50.4745731196830)"
"(14.144858038392968, 4.9922931678447995)","(-17.2671022218352, 8.23554300517642)","(-52.3217325575955, 4.60527092133863)","(-38.0, -7.8)","(-33.2205756031483, -11.3437019772395)","(-16.1964831586348, -19.6613366484522)","(-19.3414882748029, -50.4484858345595)"
"(14.113211534313383, 5.0810688036793703)","(-17.3030924871067, 8.28196844771908)","(-52.3494987708351, 4.57314249125509)","(-38.0, -7.8)","(-33.2151718899618, -11.3360205393346)","(-16.1802246027251, -19.6314012421221)","(-19.2849947804427, -50.4226339932140)"
"(14.081007864808111, 5.1696438476177562)","(-17.3395264385560, 8.32874830752743)","(-52.3774528548359, 4.54064907085810)","(-38.0, -7.8)","(-33.2098200078033, -11.3283705762198)","(-16.1642092082131, -19.6018174124550)","(-19.2293430433091, -50.3970210448606)"
"(14.048248301222884, 5.2580148028688853)","(-17.3764051810098, 8.37587792031126)","(-52.4055913465176, 4.50779054258885)","(-38.0, -7.8)","(-33.2045202590470, -11.3207533769225)","(-16.1484354786101, -19.5725860246229)","(-19.1745299023758, -50.3716503728594)"
"(14.014934136849181, 5.3461781806987609)","(-17.4137297680958, 8.42335254162061)","(-52.4339107332962, 4.47456683660729)","(-38.0, -7.8)","(-33.1992729641740, -11.3131702846100)","(-16.1329019239751, -19.5437079099030)","(-19.1205520617040, -50.3465252947286)"
"(13.981066686873165, 5.4341305005681848)","(-17.4515012018601, 8.47116734882703)","(-52.4624074545434, 4.44097793078120)","(-38.0, -7.8)","(-33.1940784624804, -11.3056226982955)","(-16.1176070612277, -19.5151838659399)","(-19.0674060883164, -50.3216490621962)"
"(13.946647288323772, 5.5218682902701683)","(-17.4897204324138, 8.51931744314543)","(-52.4910779030692, 4.40702385064766)","(-38.0, -7.8)","(-33.1889371128552, -11.2981120746720)","(-16.1025494144568, -19.4870146570160)","(-19.0150884098468, -50.2970248613101)"
"(13.911677300019921, 5.609388086067006)","(-17.5283883576112, 8.56779785169348)","(-52.5199184266284, 4.37270466934775)","(-38.0, -7.8)","(-33.1838492946155, -11.2906399300669)","(-16.0877275152245, -19.4592010143303)","(-18.9635953119746, -50.2726558125838)"
"(13.87615810251687, 5.6966864328270157)","(-17.5675058227569, 8.61660352958608)","(-52.5489253294451, 4.33802050753453)","(-38.0, -7.8)","(-33.1788154084143, -11.2832078425406)","(-16.0731399028649, -19.4317436362859)","(-18.9129229356041, -50.2485449711965)"
"(13.840091098051722, 5.7837598841609479)","(-17.6070736203447, 8.66572936206140)","(-52.5780948737582, 4.30297153325616)","(-38.0, -7.8)","(-33.1738358772186, -11.2758174541205)","(-16.0587851247801, -19.4046431887861)","(-18.8630672738068, -50.2246953272396)"
"(13.803477710488055, 5.8706050025580367)","(-17.6470924898250, 8.71517016663632)","(-52.6074232813807, 4.26755796181149)","(-38.0, -7.8)","(-33.1689111473620, -11.2684704732045)","(-16.0446617367292, -19.3779003055376)","(-18.8140241684569, -50.2011098060110)"
"(13.766319385259717, 5.9572183595217094)","(-17.6875631174019, 8.76492069528740)","(-52.6369067352751, 4.23178005558450)","(-38.0, -7.8)","(-33.1640416896789, -11.2611686771126)","(-16.0307683031147, -19.3515155883625)","(-18.7657893066119, -50.1777912683535)"
"(13.728617589313764, 6.0435965357049399)","(-17.7284861358597, 8.81497563665558)","(-52.6665413811406, 4.19563812385128)","(-38.0, -7.8)","(-33.1592280007168, -11.2539139148306)","(-16.0171033972628, -19.3254896075168)","(-18.7183582165408, -50.1547425110447)"
"(13.690373811052542, 6.1297361210452355)","(-17.7698621244175, 8.86532961827089)","(-52.6963233290097, 4.15913252256643)","(-38.0, -7.8)","(-33.1544706040487, -11.2467081099317)","(-16.0036656016994, -19.2998229020168)","(-18.6717262634493, -50.1319662672388)"
"(13.651589560274935, 6.215633714899262)","(-17.8116916086128, 8.91597720879448)","(-52.7262486548547, 4.12226365412583)","(-38.0, -7.8)","(-33.1497700516658, -11.2395532637025)","(-15.9904535084216, -19.2745159799732)","(-18.6258886448291, -50.1094652069486)"
"(13.612266368116753, 6.3012859261770942)","(-17.8539750602115, 8.96691292027577)","(-52.7563134021993, 4.08503196710771)","(-38.0, -7.8)","(-33.1451269254792, -11.2324514584848)","(-15.9774657191635, -19.2495693189305)","(-18.5808403854294, -50.0872419375866)"
"(13.572405786990291, 6.3866893734760906)","(-17.8967128971464, 9.01813121042090)","(-52.7865135837352, 4.04743795599354)","(-38.0, -7.8)","(-33.1405418389231, -11.2254048612445)","(-15.9647008456582, -19.2249833662145)","(-18.5365763318233, -50.0652990045478)"
"(13.532009390523042, 6.4718406852143833)","(-17.9399054834818, 9.06962648487070)","(-52.8168451829416, 4.00948216086716)","(-38.0, -7.8)","(-33.1360154386723, -11.2184157273865)","(-15.9521575098942, -19.2007585392857)","(-18.4930911465360, -50.0436388918494)"
"(13.491078773495566, 6.5567364997639928)","(-17.9835531294039, 9.12139309948487)","(-52.8473041557055, 3.97116516709671)","(-38.0, -7.8)","(-33.1315484064711, -11.2114864048304)","(-15.9398343443665, -19.1768952260985)","(-18.4503793017035, -50.0222640228166)"
"(13.449615551778539, 6.6413734655835217)","(-18.0276560912366, 9.17342536263015)","(-52.8778864319404, 3.93248760499613)","(-38.0, -7.8)","(-33.1271414610997, -11.2046193383669)","(-15.9277299923242, -19.1533937854665)","(-18.4084350722403, -50.0011767608257)"
"(13.407621362268957, 6.7257482413504839)","(-18.0722145714835, 9.22571753746949)","(-52.9085879172032, 3.89345014946940)","(-38.0, -7.8)","(-33.1227953604634, -11.1978170743146)","(-15.9158431080117, -19.1302545474344)","(-18.3672525284644, -49.9803794100939)"
"(13.365097862825518, 6.8098574960932012)","(-18.1172287188915, 9.27826384425006)","(-52.9394044943062, 3.85405351963874)","(-38.0, -7.8)","(-33.1185109038313, -11.1910822654934)","(-15.9041723569053, -19.1074778136534)","(-18.3268255281591, -49.9598742165290)"
"(13.322046732203169, 6.8936979093223174)","(-18.1626986285408, 9.33105846258771)","(-52.9703320249235, 3.81429847845533)","(-38.0, -7.8)","(-33.1142889342225, -11.1844176765438)","(-15.8927164159456, -19.0850638577640)","(-18.2871477080231, -49.9396633686295)"
"(13.278469669986828, 6.9772661711618751)","(-18.2086243419558, 9.38409553374484)","(-53.0013663511893, 3.77418583229534)","(-38.0, -7.8)","(-33.1101303409571, -11.1778261896116)","(-15.8814739737641, -19.0630129257821)","(-18.2482124744650, -49.9197489984399)"
"(13.2343683965243, 7.0605589824799875)","(-18.2550058472386, 9.43736916290040)","(-53.0325032972875, 3.73371643054157)","(-38.0, -7.8)","(-33.1060360623747, -11.1713108104242)","(-15.8704437309046, -19.0413252364903)","(-18.2100129937009, -49.9001331825687)"
"(13.189744652858343, 7.1435730550190861)","(-18.3018430792242, 9.49087342140891)","(-53.0637386710303, 3.69289116515123)","(-38.0, -7.8)","(-33.1020070887391, -11.1648746747912)","(-15.8596244000412, -19.0200009818342)","(-18.1725421810975, -49.8808179432569)"
"(13.144600200657953, 7.22630511152573)","(-18.3491359196566, 9.54460234904692)","(-53.0950682654254, 3.65171097021091)","(-38.0, -7.8)","(-33.0980444653382, -11.1585210555457)","(-15.8490147061893, -18.9990403273224)","(-18.1357926897321, -49.8618052495121)"
"(13.098936822148803, 7.3087518858799845)","(-18.3968841973843, 9.59854995624436)","(-53.1264878602297, 3.61017682147943)","(-38.0, -7.8)","(-33.0941492957894, -11.1522533699776)","(-15.8386133869130, -18.9784434124300)","(-18.0997568980731, -49.8430970182995)"
"(13.052756320042885, 7.3909101232243737)","(-18.4450876885752, 9.65271022629947)","(-53.1579932234876, 3.56828973591947)","(-38.0, -7.8)","(-33.0903227455691, -11.1460751877759)","(-15.8284191925274, -18.9582103510072)","(-18.0644268967593, -49.8246951157967)"
"(13.00606051746735, 7.4727765800923613)","(-18.4937461169505, 9.70707711757470)","(-53.1895801130537, 3.52605077121869)","(-38.0, -7.8)","(-33.0865660457779, -11.1399902395291)","(-15.8184308862957, -18.9383412316902)","(-18.0297944743807, -49.8066013587146)"
"(12.95885125789253, 7.5543480245364121)","(-18.5428591540359, 9.76164456567225)","(-53.2212442781001, 3.48346102530182)","(-38.0, -7.8)","(-33.0828804971589, -11.1340024258061)","(-15.8086472446212, -18.9188361183153)","(-17.9958511022358, -49.7888175156791)"
"(12.911130405059154, 7.6356212362555702)","(-18.5924264194298, 9.81640648558739)","(-53.2529814606025, 3.44052163583238)","(-38.0, -7.8)","(-33.0792674743812, -11.1281158268879)","(-15.7990670572354, -18.8996950503373)","(-17.9625879179203, -49.7713453086851)"
"(12.862899842904785, 7.7165930067225963)","(-18.6424474810882, 9.87135677383786)","(-53.2847873968096, 3.39723377970800)","(-38.0, -7.8)","(-33.0757284306210, -11.1223347131613)","(-15.7896891273803, -18.8809180432490)","(-17.9299957077555, -49.7541864146147)"
"(12.814161475489428, 7.7972601393106418)","(-18.6929218556248, 9.92648931056798)","(-53.3166578186908, 3.35359867254683)","(-38.0, -7.8)","(-33.0722649024338, -11.1166635562518)","(-15.7805122719862, -18.8625050890047)","(-17.8980648878873, -49.7373424668315)"
"(12.76491722692038, 7.8776194494194343)","(-18.7438490086255, 9.98179796162579)","(-53.3485884553641, 3.30961756816883)","(-38.0, -7.8)","(-33.0688785149646, -11.1111070409234)","(-15.7715353218451, -18.8444561564447)","(-17.8667854840363, -49.7208150568429)"
"(12.715169041276248, 7.9576677646010108)","(-18.7952283549781, 10.0372765806122)","(-53.3805750345005, 3.26529175806950)","(-38.0, -7.8)","(-33.0655709875055, -11.1056700778195)","(-15.7627571217788, -18.8267711917230)","(-17.8361471097539, -49.7046057360386)"
"(12.664918882530227, 8.03740192468495)","(-18.8470592592143, 10.0929190109004)","(-53.4126132837068, 3.22062257088972)","(-38.0, -7.8)","(-33.0623441394147, -11.1003578170888)","(-15.7541765308029, -18.8094501187358)","(-17.8061389431033, -49.6887160175047)"
"(12.614168734472537, 8.1168187819031363)","(-18.8993410358643, 10.1487190876250)","(-53.4446989318844, 3.17561137188044)","(-38.0, -7.8)","(-33.0591998964400, -11.0951756629650)","(-15.7457924222858, -18.7924928395528)","(-17.7767497016574, -49.6731473779160)"
"(12.562920600632127, 8.1959152010140368)","(-18.9520729498242, 10.2046706396388)","(-53.4768277105638, 3.13025956236289)","(-38.0, -7.8)","(-33.0561402974594, -11.0901292893635)","(-15.7376036841028, -18.7758992348482)","(-17.7479676156951, -49.6579012595049)"
"(12.511176504197568, 8.2746880594264525)","(-19.0052542167335, 10.2607674914377)","(-53.5089953552147, 3.08456857918729)","(-38.0, -7.8)","(-33.0531675016635, -11.0852246565615)","(-15.7296092187870, -18.7596691643349)","(-17.7197803994764, -49.6429790721137)"
"(12.458938487937189, 8.353134247322819)","(-19.0588840033639, 10.3170034650510)","(-53.5411976065302, 3.03853989418697)","(-38.0, -7.8)","(-33.0502837962133, -11.0804680290420)","(-15.7218079436735, -18.7438024671976)","(-17.6921752204609, -49.6283821953230)"
"(12.406208614118427, 8.4312506677819581)","(-19.1129614280173, 10.3733723818979)","(-53.5734302116859, 2.99217501363147)","(-38.0, -7.8)","(-33.0474916044091, -11.0758659945650)","(-15.7141987910415, -18.7282989625283)","(-17.6651386663667, -49.6141119806639)"
"(12.352988964426412, 8.5090342369013481)","(-19.1674855609331, 10.4298680646085)","(-53.6056889255718, 2.94547547767846)","(-38.0, -7.8)","(-33.0447934943715, -11.0714254845622)","(-15.7067807082507, -18.7131584497610)","(-17.6386567098736, -49.6001697539114)"
"(12.299281639881784, 8.5864818839188626)","(-19.2224554247046, 10.4864843388085)","(-53.6379695119983, 2.89844285982377)","(-38.0, -7.8)","(-33.0421921883060, -11.0671537959187)","(-15.6995526578732, -18.6983807091073)","(-17.6127146709023, -49.5865568174545)"
"(12.24508876075776, 8.6635905513340141)","(-19.2778699947019, 10.5432150348680)","(-53.6702677448747, 2.85107876635247)","(-38.0, -7.8)","(-33.0396905723404, -11.0630586142440)","(-15.6925136178221, -18.6839655019924)","(-17.5872971762484, -49.5732744527456)"
"(12.19041246649641, 8.7403571950286416)","(-19.3337281995031, 10.6000539896128)","(-53.7025794093603, 2.80338483578874)","(-38.0, -7.8)","(-33.0372917069986, -11.0591480387129)","(-15.6856625814752, -18.6699125714899)","(-17.5623881164669, -49.5603239228246)"
"(12.135254915624213, 8.8167787843870968)","(-19.3900289213319, 10.6569950479982)","(-53.7349003029893, 2.75536273834739)","(-38.0, -7.8)","(-33.0349988383179, -11.0554306085562)","(-15.6789985577945, -18.6562216427573)","(-17.5379705998476, -49.5477064749118)"
"(12.079618285666829, 8.8928523024158892)","(-19.4467709965010, 10.7140320647453)","(-53.7672262367653, 2.70701417538608)","(-38.0, -7.8)","(-33.0328154096501, -11.0519153313163)","(-15.6725205714425, -18.6428924234706)","(-17.5140269032882, -49.5354233430656)"
"(12.023504773063149, 8.9685747458627816)","(-19.5039532158606, 10.7711589059385)","(-53.7995530362312, 2.65834087885935)","(-38.0, -7.8)","(-33.0307450741762, -11.0486117129200)","(-15.6662276628935, -18.6299246042576)","(-17.4905384199878, -49.5234757508952)"
"(11.966916593078567, 9.043943125335371)","(-19.5615743252522, 10.8283694505851)","(-53.8318765425085, 2.60934461077501)","(-38.0, -7.8)","(-33.0287917081448, -11.0455297896836)","(-15.6601188885410, -18.6173178591316)","(-17.4674856037440, -49.5118649143181)"
